,brewery_type,city,country,id,latitude,longitude,name,phone,postal_code,state,street,tag_list,updated_at,website_url
70,brewpub,Phoenix,United States,145,33.4804619,-112.0028173,Helio Basin Brewing Company,6023543525,85018-7511,Arizona,3935 E Thomas Rd,[],2018-08-23T23:21:56.677Z,http://www.heliobasinbrewing.com
71,brewpub,Phoenix,United States,146,33.4946865,-111.9805956,Helton Brewing Company,,85016-6130,Arizona,2144 E Indian School Rd,[],2018-08-23T23:21:57.740Z,
73,micro,Flagstaff,United States,156,35.1964377,-111.648578,Lumberyard Brewing Co Taproom and Grille,9287792739,86001-5736,Arizona,5 S San Francisco St,[],2018-08-23T23:22:06.213Z,http://www.lumberyardbrewingcompany.com
74,brewpub,Scottsdale,United States,157,33.658427,-111.9254955,McFate Brewing Company,4806569100,85257-3488,Arizona,1312 N Scottsdale Rd,[],2018-08-23T23:22:07.211Z,http://mcfatebrewing.com
75,micro,Phoenix,United States,160,33.4572674,-112.0649987,"Mother Bunch Brewing, Inc.",6023683580,85006-3793,Arizona,825 N 7th St,[],2018-08-23T23:22:09.888Z,http://www.motherbunchbrew.com
76,micro,Flagstaff,United States,162,35.196928,-111.6524478,Mother Road Brewing Co,9287749139,86001-5589,Arizona,7 S Mikes Pike,[],2018-08-23T23:22:11.676Z,http://www.motherroadbeer.com
77,brewpub,Phoenix,United States,164,33.5678786503786,-112.066091857742,North Mountain Brewing Co,6028615999,85020-2916,Arizona,522 E Dunlap Ave,[],2018-08-23T23:22:13.416Z,http://www.northmountainbrewing.com
78,brewpub,Gilbert,United States,166,33.3508552,-111.7896117,O.H.S.O. Brewery - Gilbert,6029009004,85234-5766,Arizona,335 N Gilbert Rd,[],2018-08-23T23:22:15.286Z,
79,brewpub,Phoenix,United States,167,33.49501715,-111.975830991319,O.H.S.O. Eatery + NanoBrewery,6029550358,85018-5554,Arizona,4900 E Indian School Rd,[],2018-08-23T23:22:16.170Z,http://www.ohsobrewery.com
80,micro,Bisbee,United States,170,31.4427216923077,-109.913843769231,Old Bisbee Brewing,5204322739,85603,Arizona,23 Brewery Ave,[],2018-08-23T23:22:18.838Z,http://www.oldbisbeebrewingcompany.com
81,brewpub,Queen Creek,United States,171,33.2451128463629,-111.634389355296,Old Ellsworth Brewing Company,4804330651,85142-8707,Arizona,22005 S Ellsworth Rd,[],2018-08-23T23:22:19.737Z,http://www.oldebc.com
82,micro,Mesa,United States,172,33.4151998242077,-111.837050306223,Oro Brewing Company,4803988247,85201-7312,Arizona,210 W Main St,[],2018-08-23T23:22:20.588Z,http://www.orobrewing.com
83,brewpub,Lakeside,United States,176,34.1430123076923,-109.956176923077,Pinetop Brewing Company,9283581971,85929-6527,Arizona,159 W White Mountain Blvd,[],2018-08-23T23:22:24.286Z,http://www.pinetopbeer.com
84,micro,Prescott,United States,178,34.649529,-112.4132617,Prescott Brewing Co - Production Facility,9287712795,86301-9118,Arizona,6396 Lear Ln,[],2018-08-23T23:22:26.083Z,http://www.prescottbrewingcompany.com
85,brewpub,Yuma,United States,179,32.7229185,-114.6181995,Prison Hill Brewing Co,9282764001,85364-1425,Arizona,278 S Main St,[],2018-08-23T23:22:26.907Z,
86,micro,Tucson,United States,180,32.2240171836735,-110.964884816327,Public Brewhouse,5207752337,85705-8537,Arizona,209 N Hoff Ave,[],2018-08-23T23:22:27.759Z,http://www.publicbrewhouse.com
87,micro,Tucson,United States,181,32.2214274,-110.9451764,Pueblo Vida Brewing Co,5206237168,85701-2011,Arizona,115 E Broadway Blvd,[],2018-08-23T23:22:28.358Z,http://www.pueblovidabrewing.com
88,brewpub,Kingman,United States,183,35.19028906381,-114.061498100513,Rickety Cricket Brewing,9287532337,86401-5832,Arizona,312 E Beale St,[],2018-08-23T23:22:30.332Z,http://www.ricketycricketbrewing.com
90,brewpub,Goodyear,United States,186,33.4572737,-112.3970112,Saddle Mountain Brewing Company,6239809524,85338-9309,Arizona,15651 W Roosevelt St,[],2018-08-23T23:22:32.605Z,
91,micro,Tucson,United States,201,,,Ten Fifty Five Brewing,5204618073,85713-5474,Arizona,3810 E 44th St Ste 315,[],2018-08-11T21:35:50.475Z,http://www.1055brewing.com
92,micro,Cottonwood,United States,202,,,THAT Brewery - Cottonwood,9282023013,86326-6178,Arizona,300 E Cherry St Unit B,[],2018-08-11T21:35:50.514Z,http://www.thatbrewery.com
93,brewpub,Tucson,United States,209,,,Thunder Canyon Brewery,5203963480,85701-2043,Arizona,220 E Broadway Blvd Ste 2,[],2018-08-11T21:35:50.705Z,http://www.thundercanyonbrewery.com
94,brewpub,Flagstaff,United States,211,,,Trail Crest Brewing Company,9284405085,86001,Arizona,1800 S Milton Rd Ste 11,[],2018-08-11T21:35:50.765Z,http://www.trailcrestbrewing.com
95,brewpub,Phoenix,United States,213,,,Uncle Bear's Brewery,4802770765,85044-6495,Arizona,4921 E Ray Rd Ste 103,[],2018-08-11T21:35:50.845Z,http://www.unclebearsaz.com
96,micro,Camp Verde,United States,214,,,Verde Brewing Company,9285678626,86322,Arizona,724 Industrial Dr Unit 7A,[],2018-08-11T21:35:50.877Z,http://www.verdebrewing.com
97,micro,Flagstaff,United States,216,,,Wanderlust Brewing Company,9283517952,86004-4970,Arizona,1519 N Main St Ste 102,[],2018-08-11T21:35:50.936Z,http://www.wanderlustbrewing.com
99,micro,Chandler,United States,189,33.3352048,-111.8384052,SanTan Brewing Co - Uptown Chandler,4809178700,85225,Arizona,495 E. Warner Rd.,[],2018-08-23T23:22:34.914Z,
102,brewpub,Tucson,United States,193,32.2505857,-110.8552229,Sentinel Peak Brewing Company,5207779456,85712-2703,Arizona,4746 E Grant Rd,[],2018-08-23T23:22:37.702Z,http://www.sentinelpeakbrewing.com
103,micro,Tempe,United States,194,33.422606,-111.9041833,Sleepy Dog Brewing Co,4809675476,85281-4608,Arizona,1920 E University Dr,[],2018-08-23T23:22:38.578Z,
104,contract,Phoenix,United States,195,33.4475332,-111.9805737,Sonoran Brewing,6025108996,85034-1518,Arizona,3002 E Washington St,[],2018-08-23T23:22:39.673Z,http://www.sonoranbrewing.com
107,brewpub,Phoenix,United States,199,33.50950925,-112.068777346556,Sun Up Brewing Co.,6026708924,85012-1614,Arizona,322 E Camelback Rd,[],2018-08-23T23:22:42.395Z,http://sunup.beer
109,brewpub,Chandler,United States,205,33.3000878,-111.8424808,The Perch Pub & Brewery,4805808044,85225-9528,Arizona,232 S Wall St,[],2018-08-23T23:22:47.524Z,http://www.perchpubbrewery.com
110,micro,Phoenix,United States,206,33.4457883,-111.9642922,The Phoenix Ale Brewery,6022755049,85034-1518,Arizona,3002 E Washington St # 3002,[],2018-08-23T23:22:48.626Z,http://phoenixale.com
111,micro,Tempe,United States,208,33.4291738366844,-111.951429159213,The Shop Beer Co.,6027174237,85281-2674,Arizona,922 W 1st St,[],2018-08-23T23:22:49.986Z,http://www.theshop.beer
112,micro,Tombstone,United States,210,31.7136026845638,-110.072281805369,Tombstone Brewing Company,5202226781,85638,Arizona,107 E Toughnut,[],2018-08-23T23:22:52.040Z,http://www.tombstone.beer
113,brewpub,Scottsdale,United States,212,33.658427,-111.9254955,Two Brothers Scottsdale Tap House and Brewery,4803783001,85251-3329,Arizona,4321 N Scottsdale Rd,[],2018-08-23T23:22:53.949Z,
117,micro,Tempe,United States,130,,,Elevate Your Passion Brewing,8883972337,85281-7245,Arizona,2209 W 1st St # A107,[],2018-08-11T21:35:47.505Z,http://www.elevateyourpassion.com
118,micro,Chandler,United States,148,,,HOP Central Brewery and Taproom,6026971494,85226-6111,Arizona,5055 W Ray Rd Ste 2,[],2018-08-11T21:35:48.211Z,http://www.hopcentraltaproom.com
119,micro,Mesa,United States,153,,,Lochiel Brewing,4806660915,85209-2657,Arizona,7143 E Southern Ave Ste 131,[],2018-08-11T21:35:48.387Z,http://lochielbrewing.com
120,brewpub,Tempe,United States,173,,,Pedal Haus Brewery,4803142337,85281-3618,Arizona,730 S Mill Ave. Suite 102,[],2018-08-11T21:35:49.091Z,http://www.pedalhausbrewery.com
121,brewpub,Pine,United States,203,,,THAT Brewery & Pub - Pine,9284763349,85544-5036,Arizona,3270 N Az Highway 87,[],2018-08-11T21:35:50.548Z,http://www.thatbrewery.com
122,micro,Tucson,United States,109,32.2233468061147,-110.967630483658,Borderlands Brewing Co,5202618773,85701-1210,Arizona,119 E Toole Ave,[],2018-08-23T23:21:25.596Z,http://www.borderlandsbrewing.com
123,brewpub,Scottsdale,United States,154,33.6216475,-111.897770741602,Loco Patron Mexican Brewery,4806997271,85260,Arizona,14950 N Northsight Blvd,[],2018-08-23T23:22:04.378Z,http://www.locopatron.com
124,brewpub,Scottsdale,United States,191,33.5828595,-111.8951852,Scottsdale Beer Company,4802191844,85260-6614,Arizona,8608 E Shea Blvd,[],2018-08-23T23:22:36.290Z,http://www.scottsdalebeercompany.com
125,micro,Tucson,United States,204,32.23567665,-110.946585309028,The Address Brewing / 1702 Beer & Pizza,5203251702,85719-4515,Arizona,1702 E Speedway Blvd,[],2018-08-23T23:22:46.623Z,http://www.1702az.com
0,brewpub,Paragould,United States,225,36.0316358142169,-90.5204797204622,Brick Oven Pizza Co / Brick & Forge Brewing,8702364200,72450-6122,Arkansas,2410 Linwood Dr,[],2018-08-23T23:23:05.438Z,http://www.brickovenpizzacompany.com
1,micro,North Little Rock,United States,235,34.7594277548278,-92.2726892120821,Diamond Bear Brewing Co,5017082739,72114-5381,Arkansas,600 N Broadway St,[],2018-08-23T23:23:14.931Z,http://www.diamondbear.com
2,micro,Little Rock,United States,247,34.742845,-92.260019,Lost Forty Brewing,5013197275,72202,Arkansas,501 Byrd St,[],2018-08-23T23:23:24.018Z,http://www.lost40brewing.com/
3,micro,Mountain Home,United States,253,36.3326432,-92.3599724,Rapp's Barren Brewing Company,8704247288,72653-5050,Arkansas,1343 E 9th St,[],2018-08-23T23:23:29.428Z,http://www.rappsbarrenbrewing.com
5,brewpub,Little Rock,United States,254,34.7421112653061,-92.2620919591837,Rebel Kettle Brewing Company,5013742791,72202-2606,Arkansas,822 E 6th St,[],2018-08-23T23:23:30.847Z,http://www.rebelkettle.com
6,micro,Bentonville,United States,222,,,Bike Rack Brewing Co,4792686648,72712-5839,Arkansas,410 SW A St Ste 6,[],2018-08-11T21:35:51.150Z,http://www.bikerackbrewing.com
7,brewpub,Harrison,United States,226,,,Brick Oven Pizza Co / Brick & Forge Brewing,8702364200,72601,Arkansas,814 US-62,[],2018-08-11T21:35:51.288Z,
8,micro,Bonnerdale,United States,227,,,Bubba Brew's Brewing Company,8703564001,71933-6648,Arkansas,8091 Airport Rd,[],2018-08-11T21:35:51.319Z,http://www.bubbabrewsbrewingco.com
9,brewpub,Hot Springs National Park,United States,230,,,Core Brewing - Hot Springs,4793068898,71901,Arkansas,833 Central Ave,[],2018-08-11T21:35:51.428Z,
10,brewpub,Little Rock,United States,231,,,Core Brewing - SoMa,4793068898,72202,Arkansas,1214 S. Main St,[],2018-08-11T21:35:51.461Z,
11,micro,Springdale,United States,232,,,Core Brewing & Distilling Co,4793068898,72764-1819,Arkansas,2470 N Lowell Rd Ste A3,[],2018-08-11T21:35:51.495Z,http://www.corebeer.com
12,brewpub,Fayetteville,United States,220,36.1297079,-94.1372796,Apple Blossom Brewing Co,4792874344,72703-5017,Arkansas,1550 E Zion Rd,[],2018-08-23T23:23:00.160Z,http://www.appleblossombrewing.com
13,micro,Rogers,United States,221,36.3168272,-94.1178372,Bentonville Brewing Co,4799037330,72756-5923,Arkansas,1700 S 1st St,[],2018-08-23T23:23:01.046Z,http://www.bentonvillebrewing.com
14,micro,Bentonville,United States,223,36.364069,-94.200584,Bike Rack Brewing Co - 8th Street Market,4793196593,72712-6409,Arkansas,801 SE 8th St,[],2018-08-23T23:23:02.926Z,http://www.bikerackbrewing.com
15,micro,Little Rock,United States,224,34.73235495962,-92.2536680720849,Blue Canoe Brewing Co,5014929378,72202,Arkansas,1637 E. 15th Street,[],2018-08-23T23:23:04.620Z,http://www.bluecanoebrewco.com
16,micro,Little Rock,United States,228,34.752616,-92.366648,Buffalo Brewing Company At The Water Buffalo,5012311062,72205,Arkansas,106 S Rodney Parham Rd,[],2018-08-23T23:23:08.563Z,http://www.thewaterbuffalo.com
17,micro,Fayetteville,United States,229,36.0771652,-94.1688685443672,Columbus House Brewery,4799353752,72701-1865,Arkansas,701 W North St,[],2018-08-23T23:23:09.381Z,
18,micro,Fayetteville,United States,233,36.0595970427386,-94.1608753945713,Crisis Brewing LLC,4795822337,72701-4459,Arkansas,210 S Archibald Yell Blvd,[],2018-08-23T23:23:12.975Z,http://www.crisisbrew.com
19,brewpub,Little Rock,United States,234,34.7475388,-92.2653101,Damgoode Pies,5016642239,72201-1756,Arkansas,500 President Clinton Ave,[],2018-08-23T23:23:13.798Z,http://www.damgoodepies.com
20,brewpub,North Little Rock,United States,237,,,Flyway Brewing Co,5018123192,72114-5334,Arkansas,314 Maple St,[],2018-08-11T21:35:51.694Z,
21,brewpub,Rogers,United States,240,,,Foster's Pint & Plate,,72758-4050,Arkansas,2001 S Bellview Rd # 2,[],2018-08-11T21:35:51.795Z,http://www.fosterspintandplate.com
22,micro,Big Flat,United States,242,,,Gravity Brew Works,8704482077,72617,Arkansas,11512 Hwy 14 E,[],2018-08-11T21:35:51.874Z,http://www.gravitybrewworks.com
23,brewpub,Paris,United States,251,,,Prestonrose Farm and Brewing Co.,7075025544,72855-5853,Arkansas,201 Saint Louis Valley Rd,[],2018-08-11T21:35:52.193Z,http://prestonrose.squarespace.com
24,micro,Rogers,United States,256,,,Rendezvous Junction Brewing Company,4793817501,72758-4050,Arkansas,2001 S Bellview Rd Ste 2,[],2018-08-11T21:35:52.341Z,http://www.rendezvousjunction.com
25,micro,Springdale,United States,257,,,Saddlebock Brewery,4794221797,72764-7582,Arkansas,16600 Saddlebock Lane,[],2018-08-11T21:35:52.370Z,http://www.saddlebock.com
26,brewpub,Hot Springs National Park,United States,261,,,Superior Bathhouse Brewery,5016242337,71901-3525,Arkansas,329 Central Ave,[],2018-08-11T21:35:52.500Z,http://www.superiorbathhouse.com
28,micro,Fort Smith,United States,238,35.310777,-94.298483,Fort Smith Brewing Company,4792423722,72916-6086,Arkansas,7500 Fort Chaffee Blvd,[],2018-08-23T23:23:17.173Z,http://www.fsbrewco.com
29,brewpub,Fayetteville,United States,239,36.0879053,-94.1647828743272,Fossil Cove Brewing Co,4796444601,72703-2408,Arkansas,1946 N Birch Ave,[],2018-08-23T23:23:18.111Z,http://www.fossilcovebrewing.com
32,brewpub,Fayetteville,United States,244,36.0666309,-94.1652437133366,Hog Haus Brewing Co,4792833516,72701-5107,Arkansas,430 W Dickson St,[],2018-08-23T23:23:21.305Z,http://www.hoghaus.com
33,brewpub,fayetteville,United States,245,36.11719055,-94.1571434160088,JJs Brewing Company,4792632562,72703,Arkansas,3615 n steele blvd,[],2018-08-23T23:23:22.201Z,http://www.thejbgb.com/
34,micro,Little Rock,United States,246,34.7426855790517,-92.25901,Lost 40 brewing,5015545557,72202-2660,Arkansas,510 McLean St,[],2018-08-23T23:23:23.109Z,
35,micro,Norfork,United States,249,36.2245472,-92.2711893,Norfork Brewing Company,9187066082,72658-9630,Arkansas,1237 River Ridge Rd,[],2018-08-23T23:23:25.810Z,http://www.nfbrew.com
36,micro,Rogers,United States,250,36.3335034,-94.1147203,Ozark Beer Company,4796362337,72756-6601,Arkansas,109 N Arkansas St,[],2018-08-23T23:23:26.707Z,http://www.ozarkbeercompany.com
37,contract,Fayetteville,United States,252,36.066188,-94.1620702,Puritan Brew Company,4793012365,72701-5222,Arkansas,205 W Dickson St,[],2018-08-23T23:23:28.528Z,http://www.puritanbrewcompany.com
38,micro,Little Rock,United States,255,34.7308344651163,-92.3184696976744,Refined Ale Brewery,5012800556,72204-5452,Arkansas,2221 S Cedar St,[],2018-08-23T23:23:32.040Z,http://www.refinedale.com
39,micro,Amity,United States,258,34.2640692796861,-93.4611304275487,Slate Rock Brewing Company,8703425545,71921-,Arkansas,113 S Main St,[],2018-08-23T23:23:34.662Z,http://www.slaterockbrewing.com
40,brewpub,Hot Springs ,United States,259,34.5075190336429,-93.0557935951065,SQZBX Brewery,5016090609,71901,Arkansas,236 Ouachita Ave,[],2018-08-23T23:23:36.137Z,http://www.sqzbx.com
41,brewpub,Little Rock,United States,260,34.7397885,-92.2680663333333,Stone's Throw Brewing,5012449154,72202-3914,Arkansas,402 E 9th St,[],2018-08-23T23:23:37.122Z,http://www.stonesthrowbeer.com
42,brewpub,Fayetteville,United States,262,36.0617393,-94.1602601,Tiny Tim's Pizza /West Mountain Brewery,4794429090,72701-6086,Arkansas,21 W Mountain St,[],2018-08-23T23:23:38.946Z,http://www.facebook.com/pg/tinytimspizza
43,brewpub,Little Rock,United States,263,34.7434391973995,-92.2814021238178,Vino's Pizza Pub Brewery,5013758466,72201-4005,Arkansas,923 W 7th St,[],2018-08-23T23:23:40.006Z,http://www.vinosbrewpub.com
44,micro,Rogers,United States,248,36.3553520033412,-94.1327921626482,New Province Brewing Company,4795313233,72756-2311,Arkansas,1310 W Hudson Rd,[],2018-08-23T23:23:24.914Z,http://newprovincebrewing.com
0,brewpub,San Luis Obispo,United States,281,35.2467277959184,-120.670637530612,7 Sisters Brewing Co,8058687133,93401-7082,California,181 Tank Farm Rd Ste 110,[],2018-08-23T23:23:55.334Z,http://www.7sistersbrewing.com
1,micro,San Diego,United States,286,33.02391,-117.08575,Abnormal Beer Company,8586182463,92127-1649,California,16990 Via Tazon Ste 123,[],2018-08-23T23:24:00.025Z,http://abnormalbeer.co
2,micro,Livermore,United States,305,37.6783911404914,-121.721097428074,Altamont Beer Works,9254432337,94550-3850,California,2402 Research Dr,[],2018-08-23T23:24:16.819Z,http://www.altamontbeerworks.com
3,brewpub,Auburn,United States,329,38.8961210674875,-121.078958250811,Auburn Alehouse,5308852537,95603-5036,California,289 Washington St,[],2018-08-23T23:24:41.928Z,http://www.auburnalehouse.com
4,micro,Anaheim,United States,333,33.7998367777778,-117.896089444444,Back Street Brewery & Tasting Room,6572364050,92805-6726,California,1884 S Santa Cruz St,[],2018-08-23T23:24:45.724Z,http://www.backstreetbrew.com
5,brewpub,Rohnert Park,United States,361,38.3649703,-122.7101405,Bear Republic Brewing Co Pub & Restaurant - Lakeside,7075852722,94928,California,5000 Roberts Lake Rd,[],2018-08-23T23:25:11.314Z,http://bearrepublic.com
6,micro,Lemoore,United States,376,36.3014675555556,-119.784711,Bird Street Brewing,5593094649,93245-2947,California,242 Heinlen St,[],2018-08-23T23:25:24.815Z,http://www.birdstreetbrewing.com
7,micro,San Francisco,United States,385,37.780655,-122.3969947,Black Hammer Brewing,4155002273,94107-1217,California,544 Bryant St,[],2018-08-23T23:25:33.033Z,http://www.blackhammerbrewing.com
8,brewpub,Visalia,United States,410,36.3300786,-119.2906961,Brewbakers Brewing Co,5596272739,93291-6355,California,219 E Main St,[],2018-08-23T23:25:54.818Z,http://www.brewbakersbrewingco.com
11,micro,Hollister,United States,437,36.8535938163265,-121.400836918367,Brewery Twenty Five,8316367640,95023,California,106 3rd St,[],2018-08-23T23:26:09.967Z,http://www.brewerytwentyfive.com
12,micro,San Jose,United States,456,37.3253017839889,-121.882347823612,Camino Brewing Co LLC,,95113,California,718 S 1st St,[],2018-08-23T23:26:25.248Z,http://www.caminobrewing.com
13,micro,Chula Vista,United States,479,32.641495,-117.080369,Chula Vista Brewery,6196168806,91910-2701,California,294 Third Ave,[],2018-08-23T23:26:42.768Z,http://www.chulavistabrewery.com
14,brewpub,Cloverdale,United States,489,38.8053232210103,-123.016572852146,Cloverdale Ale Company's Ruth McGowan's Brewpub,7078949610,95425-3701,California,131 E 1st St,[],2018-08-23T23:26:51.276Z,http://www.ruthmcgowansbrewpub.com
15,micro,Pasadena,United States,508,34.1674435,-118.1595567,Craftsman Brewing Co,6262962537,91103-2465,California,1260 Lincoln Ave Ste 100,[],2018-08-23T23:27:07.240Z,http://www.craftsmanbrewing.com
17,micro,Los Angeles,United States,543,34.0363873913043,-118.223301521739,Dry River Brewing,2133755235,90023-1110,California,671 S Anderson St,[],2018-08-23T23:27:38.017Z,http://www.dryriverbrewing.com
18,micro,Livermore,United States,562,37.6989500360251,-121.814589292069,Eight Bridges Brewing,9259619160,94551-9309,California,332 Earhart Way,[],2018-08-23T23:27:54.121Z,http://www.eightbridgesbrewing.com
19,micro,San Diego,United States,573,32.755723,-117.128732,Eppig Brewing,6195011840,92104-1399,California,3052 El Cajon Blvd Ste 103,[],2018-08-23T23:28:03.844Z,http://www.eppigbrewing.com
