description,names,links
"Sweet caramel, vanilla, and toffee. Slight tobacco. Oak-derived caramel and vanilla. Slight piney hops presence. Slight sweet coffee mixed with pleasant bourbon notes. Fruits: plum, fig, and dried cranberry. Thick mouthfeel for the style, almost viscous and creamy.”",Fremont Brewing Brew 2000,/review/brew-2000
"Caramel, toffee, vanilla, maple, bittersweet chocolate. Sweet, but balanced. Boozy and warming, but not harsh. Fairly viscous for the style, full-bodied. Pleasant oak notes of bourbon, sherry, port. Finishes sweet, but not cloying.",Anchorage A Deal with the Devil Double Oaked,/review/a-deal-with-the-devil-double-oaked
"Incredible depth of funk, with slight peppercorn character, light briny caper notes. Back-end acidity, with a nice citrus and peach component cleans up and rounds out the broad funk. Finish is soft, not overly dry and puckering, with a very pleasant lingering lemony sourness and a hint of white pepper.",3 Fonteinen Oude Geuze Cuvee Armand & Gaston,/review/oude-geuze-cuvee-armand-and-gaston
"Bright acidity that heightens the beautiful funk complexity. Funk is less horse stables and more fruit orchard. Really nice sour character—hints of lemon, apple, and ripe peach. A soft grainy malt character adds some body and lingers nicely on the swallow. Faint Brett-like woody/smoke character keeps things in balance.",Societe Brewing The Swindler,/review/the-swindler
Spicy cinnamon. Semisweet chocolate. Slight peppery spice/heat. Sweet maple. Spicy coffee. Vanilla and caramel barrel characteristics. Fairly viscous and mouth coating. Nice warming character from the barrel without being overly hot.,Side Project Derivation Blend #9,/review/derivation-blend-9
"Very dark rich chocolate syrup. Chewy dark malt with an intense roast bitterness, but backed with a chocolate, caramel sweetness to balance. Luscious, rich, and tongue-coating, with a pleasant warming booziness on the swallow. Some barrel spiciness comes through at the end to cut the sweetness a bit. The barrel adds a hazelnut, toasted marshmallow, vanilla, and caramel character.",Ozark Beer BDCS 2018,/review/bdcs-2018
"Sharp acidity up front that quickly gives way to complex dark malt character, with toasted bread crust and sweet biscuit and roasted coffee. The sweet and sour are well-balanced. Finish is a touch musty, with a dry woody character that adds a bit of definition.",New Belgium La Folie 2018,/review/la-folie-2018
"The malt complexity has dried cherries, prunes, black currants, chocolate, and tobacco but comes across relatively dry on the finish. This is balanced by a pleasant underlying sourness that adds to the fruity character. The woodsy character adds nice astringency on the finish and adds to the perception of dryness.",Funkwerks Oud Bruin,/review/oud-bruin
"Funky and slightly cinnamon spicy flavors that meld with tart and sour fresh cherries. A slight malty sweetness cuts through the tart fruit and comes across bread-like. High carbonation gives it a nice pop to cleanse the palate. Plus, a finish with coconut, oak, and a lingering astringency gives it a slight pucker.",Beachwood Blendery Kriek,/review/kriek
"A Mounds candy bar. Dark chocolate and roast paired with toasted coconut. Great balance of the adjuncts. Finish is sweet, as you would expect, but still relatively balanced given the other significant aspects of the beer. Nice warming alcoholic boozy note on the finish without coming across overly hot.",Weldwerks Coconut Medianoche,/review/coconut-medianoche
"Raspberry flavor is prominent and even more jammy than in the aroma. Very dry. Quite tart, clean, a bit of funk.",The Lost Abbey Veritas 019,/review/veritas-019
"Subtly smoky/sweet caramel and vanilla. Toasted, bready malt. Slight piney hops. Distinct Scotch-barrel character (peaty, earthy, charred) that is not overpowering and complements the sweet malt character. Mostly dark fruit esters, dried cherries and currants with some apricot. Noticeable but not harsh alcoholic warmth.",pFriem Scotch BA Imperial Brown Ale,/review/scotch-ba-imperial-brown-ale
"Caramel and toffee sweetness. Nice undertone of hops bitterness, nice wood character. Very fruity—dates, raisin, cherry. Oaky finish. This verges on a quad but is sweeter.”",Firestone Walker XXI Anniversary Ale,/review/xxi-anniversary-ale
"Upfront bright, almost lemony, acidity coupled with a raspberry tartness, but it doesn’t linger too long, encouraging further drinking. Slight malt notes and acidity washes most of ‘beer-like’ flavors. Very little funk. Finish is softly tart, not acetic, though the raspberries add a slightly astringent twang. Good carbonation makes it sparkle on the tongue.",Crooked Stave Sour Rose,/review/sour-rose
"Quite lactic and peachy. Juicy, almost citrus. Slightly astringent peach skin. Minimal Brett character. Fairly sour, moderately tart. Finish is a bit mouth-coating. The herbal note of more basil with a hint of soy and it’s a little yeasty, but that helps soften the palate. Nice blend of wood, fruit, funk, and tart. Everything is in balance.",Crooked Stave Persica 2018,/review/persica-2018
"Crazy and bit disorienting with the first taste. There are a lot of flavors vying for attention all at once. Quite sweet, but this is offset by the spicy roastiness from the coffee. The banana helps pull things together by adding a richness between the dryer character of the coffee and oak. The finish has strong licorice and vanilla character, with lingering maple-syrup sweetness.",Three Taverns Double Smack,/review/double-smack
Subtle peach followed by lemon tartness and malty sweetness. A tiny bit of cinnamon flavor really complements the peaches. Great balance. Finishes pretty dry but still allows the sweetness of the fruit to come through.,The Lost Abbey Veritas Peach,/review/veritas-peach
"Juicy sweet and tart apricot. Noticeable but well-balanced tartness, sourness, and slight funk. Bready malt characteristics as the fruit and tart fade. Subtle oaky tannins. Slight vanilla and caramel. It tastes like a fruity habanero.",Prison City Run Like an Apricot,/review/run-like-an-apricot
"Cinnamon for days! Semisweet chocolate. Slight coffee, vanilla, caramel. Quite boozy but not harsh. The cayenne burn on the finish is present and appropriate, and the tannins from the barrel and whiskey blend well with the rest of the adjuncts.",Perennial Barrel-aged Abraxas 2018,/review/barrel-aged-abraxas-2018
"Relatively dry (surprise!). Still sweet, though. Coffee melds with the malt character. Nice roast-malt edge with nice toffee touches. Vanilla and maple syrup fold into the bourbon- barrel character. Good hops bitterness helps bring the beer to the party. Warming. Finish is hops and coffee bitterness.”",Monday Night Brewing Ante Meridiem,/review/ante-meridiem
"Rich and chewy, lots of dark chocolate and dried fruit, with a strong boozy finish. It’s extremely complex without being cloying. Thick and potent with alcohol lingering in the aftertaste.”",Hardywood Hoax,/review/hoax
"Guava is again very prominent, but not overly sweet, adding a bright tropical-fruit character on top of a pleasantly tart beer. Finish has a slight sour bite that essentially serves as the bitter character to balance the fruitiness up front. Very refreshing and lively on the tongue.",Epic Brewing Sour Brainless on Pink Guava,/review/sour-brainless-on-pink-guava
Pleasantly tart and tannic cherry and cherry-must combination. Brettanoymyces-derived funk complements the fruit. Some carbonic bite that cuts through any noticeable sourness or acidity. Finish is dessert-like without being overly sweet—spiced cherry pie with almond.,de Garde Brewing The Kriek,/review/the-kriek
"Dark chocolate with an intense boozy barrel character. Warming without being overly aggressive. The finish is a balance of bitter dark malt and sweet chocolate. Nice spicy quality from the barrel. Very sweet, strong, and rich.",Cerebral Barrel-aged Ancient Ruins,/review/barrel-aged-ancient-ruins
"High perceived up-front sweetness with a dry cocoa-powder finish. Coffee is strong and helps to balance the sweetness from the malt and vanilla. Spice from the rum and cinnamon adds complexity and plays off of the booze. Warming, slightly boozy without being hot.”",Angry Chair Rum Barrel Aged Imperial Awakening,/review/rum-barrel-aged-imperial-awakening
"Intense dark bitterness up front: roast, dark chocolate, dried fruit, with a drying oak character. Some residual sweetness, but the bitter qualities dominate overall. Pleasant nutty coconut on the finish. Lingering vanilla and chocolate on the swallow. Some nice warming alcohol notes.”",Coronado German Chocolate Cake 2018,/review/german-chocolate-cake-2018
"Leathery and Brett-funky maltiness and aged hops flavors. Tart and slightly sour raspberry works well within the funk. Slight stone-fruit notes. Slightly acidic with neutral oak tannins. Crisp carbonation enhances the tartness of the raspberry and the Brett-derived funk. Pretty puckering on the finish, but that’s offset a bit with some tannic bitterness.",Cascade Brewing Framblanc,/review/framblanc
